Station Name,Venue Name,Distance,Primary Category
Hütteldorf  S U,Stag's Head,230,Bar
Hütteldorf  S U,Per Sempre,241,Café
Hütteldorf  S U,Rekordmeisterbar,267,Dining and Drinking
Hütteldorf  S U,VIP Nordtribühne,282,Dining and Drinking
Loquaipark,Pizzeria Mama Mia,33,Pizzeria
Loquaipark,Konditorei Caffe,72,Café
Loquaipark,Gastwirtschaft Steman,80,Austrian Restaurant
Loquaipark,Cafe Jelinek,82,Café
Loquaipark,Peti Pari,82,Café
Loquaipark,Cafe Jersey,88,Café
Loquaipark,Heinzi's Beisl,93,Austrian Restaurant
Loquaipark,Café Grüner Salon - das glutenfreie Café,95,Café
Loquaipark,Burek Kod Braće - Börek bei den Brüdern,107,Bakery
Loquaipark,Anatolia Schnitzel,120,Burger Joint
Schottenring U /Herminengasse,Wiener Schützenhaus,32,Dining and Drinking
Schottenring U /Herminengasse,Zum Friedensrichter,51,Gastropub
Schottenring U /Herminengasse,NENI am Wasser,92,Dining and Drinking
Schottenring U /Herminengasse,Kvetch Burger,125,Burger Joint
Schottenring U /Herminengasse,Konfuzius,132,Asian Restaurant
Schottenring U /Herminengasse,Cafe Lounge,147,Café
Schottenring U /Herminengasse,Ströck,156,Bakery
Schottenring U /Herminengasse,LieblinXplatz,169,Café
Schottenring U /Herminengasse,Nudeln Wok Sushi,169,Asian Restaurant
Schottenring U /Herminengasse,Würstelstand H Schottenring,175,Bratwurst Joint
Turnergasse,Josef Schrott,72,Bakery
Turnergasse,Mr. Schnitzel,84,Fast Food Restaurant
Turnergasse,Mariahilferbräu,89,Beer Bar
Turnergasse,Vicky's Cooking,89,Asian Restaurant
Turnergasse,Gasthaus Maria vom Siege,115,Dining and Drinking
Turnergasse,Tesla Pizza & Concept,120,Italian Restaurant
Turnergasse,News Cafe,137,Café
Turnergasse,Okay Pizza,147,Fast Food Restaurant
Turnergasse,XL Hollywood Burger,150,American Restaurant
Turnergasse,Genussmittel,151,Bakery
Brünnlbadgasse,Restaurant Winter,15,Dining and Drinking
Brünnlbadgasse,Mel & Koffie,38,Bakery
Brünnlbadgasse,Bäckerei Ücler,41,Bakery
Brünnlbadgasse,And's Potato,41,Poutine Restaurant
Brünnlbadgasse,Wiki Wiki Poke,49,Poke Restaurant
Brünnlbadgasse,Fratelli Valentino,77,Italian Restaurant
Brünnlbadgasse,Asian Onesinn,84,Chinese Restaurant
Brünnlbadgasse,Pizzeria - Ristorante Toscana,98,Pizzeria
Brünnlbadgasse,Bäckerei Müller,108,Bakery
Brünnlbadgasse,Takumi,110,Ramen Restaurant
Museumsquartier U2,Veganmania,32,Food Court
Museumsquartier U2,Fusan Restaurant,54,Asian Restaurant
Museumsquartier U2,Apapika Bowls (Apapika),67,Poke Restaurant
Museumsquartier U2,Moreno,81,Café
Museumsquartier U2,Konditorei Oberlaa,83,Pastry Shop
Museumsquartier U2,Un Petit Cafe,89,Café
Museumsquartier U2,Maria und Josef,96,Dining and Drinking
Museumsquartier U2,Anker,103,Bakery
Museumsquartier U2,Max & Benito,122,Burrito Restaurant
Museumsquartier U2,Addicted to Rock Store,144,Clothing Store
Schönbornpark,Via Toledo,4,Pizzeria
Schönbornpark,Die Kantin,8,Gastropub
Schönbornpark,Marani Georgische Spezialitäten,13,Caucasian Restaurant
Schönbornpark,Hildebrandt Café,25,Café
Schönbornpark,Wildling,88,Dining and Drinking
Schönbornpark,Kleines Wiener Cafe,111,Café
Schönbornpark,Sal E Café,111,Café
Schönbornpark,Mahal,123,Indian Restaurant
Schönbornpark,Kaisaki Sushi,125,Sushi Restaurant
Schönbornpark,Pizzeria Mille Notte,126,Pizzeria
Frankhplatz,Anker,102,Bakery
Frankhplatz,Pasta2go,103,Italian Restaurant
Frankhplatz,Edison,108,Café
Frankhplatz,Bitzinger Wiener Kulinarium,109,Austrian Restaurant
Frankhplatz,Fanaberia,115,Eastern European Restaurant
Frankhplatz,Stadtkind,130,Café
Frankhplatz,CaffeeTeeRiha,132,Café
Frankhplatz,Schatz Imhof,137,Austrian Restaurant
Frankhplatz,Dorato GmbH,144,Bar
Frankhplatz,Cafe Standkind,144,Bistro
Canisiusgasse,Cafe Truth,45,Café
Canisiusgasse,Bäckerei Adamec,81,Bakery
Canisiusgasse,Nekams Stüberl,83,Café
Canisiusgasse,Asia Wok Restaurant Jackie Chan,92,Chinese Restaurant
Canisiusgasse,Sinohouse,113,Dining and Drinking
Canisiusgasse,Safran,117,Persian Restaurant
Canisiusgasse,Restaurant Edelschmankerl,131,Gastropub
Canisiusgasse,Cafe-Konditorei Monarchie,162,Bistro
Canisiusgasse,1-Euro-Wirt,190,Dining and Drinking
Canisiusgasse,S' Brettl,192,Diner
Ceija-Stojka-Platz,Noodle World,75,Chinese Restaurant
Ceija-Stojka-Platz,Xiang Haus - Asia Restaurant,76,Asian Restaurant
Ceija-Stojka-Platz,5 Elemente,78,Asian Restaurant
Ceija-Stojka-Platz,Klasse Hasse,82,BBQ Joint
Ceija-Stojka-Platz,Pizza Speedy,98,Pizzeria
Ceija-Stojka-Platz,Bäckerei Geier,105,Bakery
Ceija-Stojka-Platz,Pizzeria L' Idea,109,Italian Restaurant
Ceija-Stojka-Platz,Bernardstüberl,119,Inn
Ceija-Stojka-Platz,Zum Johann,120,Deli
Ceija-Stojka-Platz,Pars,121,Middle Eastern Restaurant
Arthaberplatz,Schnitzelhaus,91,Buffet
Arthaberplatz,Back Werk,152,Bakery
Arthaberplatz,Asia Bistro,155,Bistro
Arthaberplatz,Foggy Dew,162,Pub
Arthaberplatz,Ristorante Carino,179,Pizzeria
Arthaberplatz,Steak House - Bbq Steak World,182,Steakhouse
Arthaberplatz,Seza! Fisch Traum,185,Seafood Restaurant
Arthaberplatz,Steakhouse Derya,187,Dining and Drinking
Arthaberplatz,Ti Amo,198,Pizzeria
Arthaberplatz,Choco Teria,209,Cafeteria
Siebenbrunnenplatz,Anadolu Backshop,38,Bakery
Siebenbrunnenplatz,Mimoza,61,"Cafe, Coffee, and Tea House"
Siebenbrunnenplatz,Caffe India,68,Indian Restaurant
Siebenbrunnenplatz,Restaurant Sofia,69,Bulgarian Restaurant
Siebenbrunnenplatz,Restaurant Maria Rosa,70,Pizzeria
Siebenbrunnenplatz,Siebenbrunnen Pizza & Schnitzel & Kebab,98,Snack Place
Siebenbrunnenplatz,Cafe Don,104,Café
Siebenbrunnenplatz,Gyros Sta Adelfia,104,Doner Restaurant
Siebenbrunnenplatz,Siebenbrunnen,107,Café
Siebenbrunnenplatz,Café M2,116,Café
Aumannplatz,Koinonia,15,Asian Restaurant
Aumannplatz,Pizzeria Bello,49,Pizzeria
Aumannplatz,Cafe Schlemmer,113,Café
Aumannplatz,Feinkost zum Aumann,127,Gourmet Store
Aumannplatz,Bäckerei Haubi's,128,Bakery
Aumannplatz,Vin - Northern Vietnamese Kitchen,140,Vietnamese Restaurant
Aumannplatz,Ücler,151,Bakery
Aumannplatz,Dast,162,Austrian Restaurant
Aumannplatz,Kosterei - Bäckerei Cafe,163,Café
Aumannplatz,Pizzeria Romantico,170,Pizzeria
Längenfeldgasse U,Hong Kong Keller Neu,80,Asian Restaurant
Längenfeldgasse U,Flexibel Point,95,Dining and Drinking
Längenfeldgasse U,Giersterbräu,129,Gastropub
Längenfeldgasse U,Ristorante Pizzeria Da Palma,131,Pizzeria
Längenfeldgasse U,Pizzeria - zu den Schober,135,Pizzeria
Längenfeldgasse U,Il Momento,153,Bar
Längenfeldgasse U,Magic Stixx - Fusion Street Food,164,Vietnamese Restaurant
Längenfeldgasse U,Aangan,179,Indian Restaurant
Längenfeldgasse U,Türkis,183,Turkish Restaurant
Längenfeldgasse U,Noodle King,185,Chinese Restaurant
Schottentor U,Kebab Pizza Nudel Schottentor,25,Doner Restaurant
Schottentor U,Gourmet-Punschstand,37,Café
Schottentor U,Back & Snack,59,Bakery
Schottentor U,Vip Bäckerei,62,Bakery
Schottentor U,Kota Radja,62,Noodle Restaurant
Schottentor U,Aida Café-Konditorei,64,Café
Schottentor U,Votivpark Picknick,68,Sandwich Spot
Schottentor U,Lucky Noodles,69,Noodle Restaurant
Schottentor U,Café Gourmet Audimax,82,Café
Schottentor U,Cafe Stein,84,Bistro
Johnstrasse U,Alwin's Restaurant,27,Gastropub
Johnstrasse U,McDonald's,73,Burger Joint
Johnstrasse U,My Noodles and Tantuni,82,Fast Food Restaurant
Johnstrasse U,Mäci,83,Turkish Restaurant
Johnstrasse U,China-Restaurant Shang Li,85,Asian Restaurant
Johnstrasse U,Cafe Tivoli,85,Café
Johnstrasse U,The Golden Harp,98,Pub
Johnstrasse U,Kanya,100,Asian Restaurant
Johnstrasse U,Sinan's bäckerei,101,Bakery
Johnstrasse U,Mr. İsot,121,Snack Place
Kutschkergasse,Süßes Währing,30,Bakery
Kutschkergasse,Atlantis Fisch,35,Seafood Restaurant
Kutschkergasse,Himmelblau,48,Café
Kutschkergasse,Pöhl am Kutschkermark,48,Breakfast Spot
Kutschkergasse,Pöhl's Käsestand / Cantine,61,Deli
Kutschkergasse,TANIS am Kutschkermarkt - Weltmeister Kebap,68,Doner Restaurant
Kutschkergasse,Kurkonditorei Oberlaa,68,Café
Kutschkergasse,Nordsee,70,Seafood Restaurant
Kutschkergasse,Öfferl,72,Bakery
Kutschkergasse,Trzesniewski,77,Buffet
Brückengasse,Bäckerei Hafner,16,Bakery
Brückengasse,Café Habakuk,20,Café
Brückengasse,Disco Volante,25,Pizzeria
Brückengasse,Pizza Mari' Gumpendorferstrasse,34,Pizzeria
Brückengasse,La Pergola Osteria Friulana,50,Italian Restaurant
Brückengasse,Don Camillo,50,Italian Restaurant
Brückengasse,Jas - Persische Spezialitäten,68,Middle Eastern Restaurant
Brückengasse,Edo Sushi,69,Sushi Restaurant
Brückengasse,Panda togo,80,Asian Restaurant
Brückengasse,Gartencafe,90,Café
Stadion U,Tchibo GmbH,21,Café
Stadion U,Ströck,51,Bakery
Stadion U,Don Camillo,68,Italian Restaurant
Stadion U,Harry Holzer Cafe Bar,79,Café
Stadion U,Stadion Kebab & Pizza,82,Kebab Restaurant
Stadion U,Sajado,84,Asian Restaurant
Stadion U,Zum Burgenländer,84,Austrian Restaurant
Stadion U,Anker,85,Bakery
Stadion U,Tauber,98,Dining and Drinking
Stadion U,Cafebar Konditorei Knotzer,98,Café
Praterstern Ausstellungsstraße,Zum Kaiser,47,German Restaurant
Praterstern Ausstellungsstraße,Eisvogel,49,Diner
Praterstern Ausstellungsstraße,Würstelbude,58,Food Truck
Praterstern Ausstellungsstraße,Samucci,69,Food Court
Praterstern Ausstellungsstraße,Salamucci,71,Amusement Park
Praterstern Ausstellungsstraße,Rollercoaster Restaurant,82,American Restaurant
Praterstern Ausstellungsstraße,Waggon 31,97,Café
Praterstern Ausstellungsstraße,Antica Gelateria del Corso,99,Café
Praterstern Ausstellungsstraße,Bitzinger Würstelstand,104,Hot Dog Joint
Praterstern Ausstellungsstraße,Tradition Die Bewegt,112,Dining and Drinking
Schönbrunn U,Wientalstüberl,38,Austrian Restaurant
Schönbrunn U,Radler's Grill-Imbiss,51,Beer Garden
Schönbrunn U,Pizzaria Venezia,117,Italian Restaurant
Schönbrunn U,Restaurant Sokace,153,BBQ Joint
Schönbrunn U,Pizzeria Santa Lucia,190,Pizzeria
Schönbrunn U,Rino Restaurant,213,Restaurant
Schönbrunn U,Schönbrunner Stöckl,223,Diner
Schönbrunn U,Kuzumun Malikanesi,272,Turkish Restaurant
Schönbrunn U,Lancia Lounge,298,Bar
Schönbrunn U,Restaurant Kunlun,308,Cantonese Restaurant
Gußhausstraße / Argentinierstraße,Cafe-Restaurant HaferPoint,25,Restaurant
Gußhausstraße / Argentinierstraße,Z'som,33,Café
Gußhausstraße / Argentinierstraße,Gorilla Kitchen,38,Buffet
Gußhausstraße / Argentinierstraße,Delicious Monster,40,Burger Joint
Gußhausstraße / Argentinierstraße,Restaurant Gußhaus,43,Austrian Restaurant
Gußhausstraße / Argentinierstraße,Gorilla Shops GmbH,47,Import and Export Service
Gußhausstraße / Argentinierstraße,Ostmeer,66,Chinese Restaurant
Gußhausstraße / Argentinierstraße,Chuan Fu,79,Chinese Restaurant
Gußhausstraße / Argentinierstraße,Arthur & Arthur,80,Gastropub
Gußhausstraße / Argentinierstraße,China Garten,88,Asian Restaurant
Althanstraße,Baomi,48,Vietnamese Restaurant
Althanstraße,Tokyo Noodle,57,Asian Restaurant
Althanstraße,Ristorante Mediterrano,119,Italian Restaurant
Althanstraße,Kim Chingu,124,Korean Restaurant
Althanstraße,Mensa Unicredit,143,Dining and Drinking
Althanstraße,Bistro,145,Breakfast Spot
Althanstraße,Christos,148,Greek Restaurant
Althanstraße,Ströck Schottenring,157,Bakery
Althanstraße,Restaurant Heilige Kuh,172,Indian Restaurant
Althanstraße,Zum Reznicek,182,Bar
Modecenterstraße / The Marks,Noodle King,91,Asian Restaurant
Modecenterstraße / The Marks,GOURMET Lunch Marximum,95,Cafeteria
Modecenterstraße / The Marks,Café Aspretto,116,Café
Modecenterstraße / The Marks,Würstlmausi,175,Austrian Restaurant
Modecenterstraße / The Marks,Marco Simonis - Urban Appetite,210,Deli
Modecenterstraße / The Marks,Marximum Kantine,229,Dining and Drinking
Modecenterstraße / The Marks,Felber,301,Bakery
Modecenterstraße / The Marks,Gasthaus Barbaneck,310,Dining and Drinking
Modecenterstraße / The Marks,Anker,314,Bakery
Modecenterstraße / The Marks,Noodles,315,Noodle Restaurant
Am Langen Felde,Napoleon,244,Austrian Restaurant
Am Langen Felde,Buffet zum Schani,283,Snack Place
Am Langen Felde,China-Restaurant Lucky Star,366,Asian Restaurant
Am Langen Felde,Aangan,367,Indian Restaurant
Am Langen Felde,Einkehr Weisser Esel,421,Beer Bar
Am Langen Felde,Jun Thai Grill Imbiss,426,Thai Restaurant
Am Langen Felde,City Pizza,427,Indian Restaurant
Am Langen Felde,Schitzl Land,437,Food Court
Am Langen Felde,Domino's Pizza,443,Pizzeria
Am Langen Felde,Pizzeria Fantastica,450,Pizzeria
